0.8220 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.3780 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [1280, 720]. Using actual size
7.1422 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f9a6c598ba8>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f9a6b43ac88>, multiSample=False, name='window1', numSamples=2, pos=[320.0, 180.0], screen=0, size=array([2560, 1440]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.1427 	EXP 	window1: mouseVisible = True
7.1428 	EXP 	window1: recordFrameIntervals = False
7.2046 	EXP 	window1: recordFrameIntervals = True
7.2618 	WARNING 	t of last frame was 7.62ms (=1/131)
7.2754 	WARNING 	t of last frame was 8.48ms (=1/117)
7.3135 	WARNING 	t of last frame was 8.72ms (=1/114)
7.3532 	WARNING 	t of last frame was 7.62ms (=1/131)
7.3792 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
7.8387 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

10.4825 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Witaj w super badaniu. Wciśnij spację.', units='height', win=Window(...), wrapWidth=1)
10.9990 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Ziemniaki czy buraki?', units='height', win=Window(...), wrapWidth=1)
11.0226 	EXP 	window1: mouseVisible = True
11.0320 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelHeight=0.05, labelWrapWidth=None, labels=None, name='slider', opacity=None, pos=(0, -0.4), readOnly=False, self=UNKNOWN, size=(1.0, 0.1), startValue=None, style=method-wrapper(...), styleTweaks=method-wrapper(...), ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
11.0379 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.0435 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Super!', units='height', win=Window(...), wrapWidth=1)
11.0505 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='To koniec super badania:(', units='height', win=Window(...), wrapWidth=1)
11.0631 	EXP 	slider: autoLog = True
11.0631 	EXP 	slider: markerPos = None
11.0631 	EXP 	slider: rating = None
11.0631 	EXP 	slider: markerPos = None
11.0631 	EXP 	slider: contrast = 1.0
11.0631 	EXP 	slider: autoLog = True
11.0631 	EXP 	slider: styleTweaks = []
11.0631 	EXP 	slider: style = 'rating'
11.0631 	EXP 	slider: styleTweaks = []
11.0631 	EXP 	text_3: autoDraw = True
14.8875 	EXP 	Imported metoda.csv as conditions, 4 conditions, 1 params
14.8881 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
14.8883 	EXP 	New trial (rep=0, index=0): OrderedDict([('menu', 'pieczone')])
14.8992 	DATA 	Keypress: space
14.9210 	EXP 	text_3: autoDraw = False
14.9210 	EXP 	slider: markerPos = None
14.9210 	EXP 	slider: markerPos = None
14.9210 	EXP 	slider: rating = None
14.9210 	EXP 	text_5: text = 'pieczone'
14.9210 	EXP 	text: autoDraw = True
14.9210 	EXP 	slider: autoDraw = True
14.9210 	EXP 	text_5: autoDraw = True
18.4993 	DATA 	Mouse: Left button down, pos=(457,70)
