id,pobudzenie,walencja,wynik
0,niski,pozytywny,7.052872869859065
1,niski,pozytywny,5.1019226325603215
2,niski,pozytywny,4.686525986195833
3,niski,pozytywny,6.262649765430657
4,niski,pozytywny,6.52451283427238
5,niski,pozytywny,8.114626623158713
6,niski,pozytywny,7.74419678412667
7,niski,pozytywny,6.441406569790947
8,niski,pozytywny,4.052426830754758
9,niski,pozytywny,5.990839163161422
10,niski,pozytywny,5.869490439055569
11,niski,pozytywny,6.013016801949892
12,niski,pozytywny,5.506328649500578
13,niski,pozytywny,5.532857406160027
14,niski,pozytywny,6.268079240358005
15,niski,pozytywny,7.238216816172644
16,niski,pozytywny,3.73659431691558
17,niski,pozytywny,6.66080417326568
18,niski,pozytywny,5.335510187898759
19,niski,pozytywny,6.4575605205990465
20,niski,pozytywny,5.6438552689367905
21,niski,pozytywny,5.165003539787037
22,niski,pozytywny,5.543786618753476
23,niski,pozytywny,7.823338388022242
24,niski,pozytywny,4.195296999734664
25,niski,pozytywny,6.915829318132868
26,niski,pozytywny,5.6482391981261095
27,niski,pozytywny,3.3428352869348714
28,niski,pozytywny,5.682304881801142
29,niski,pozytywny,6.50774192824037
30,niski,negatywny,6.865046358575864
31,niski,negatywny,6.280942203954599
32,niski,negatywny,7.179387141924908
33,niski,negatywny,5.381027314813179
34,niski,negatywny,7.443822640941499
35,niski,negatywny,6.148735856781607
36,niski,negatywny,4.621070143282182
37,niski,negatywny,6.003241275431164
38,niski,negatywny,6.555903372009253
39,niski,negatywny,8.35877175601866
40,niski,negatywny,6.225018393177038
41,niski,negatywny,5.278667057334131
42,niski,negatywny,5.087031517565982
43,niski,negatywny,4.415258611972217
44,niski,negatywny,6.433862123493639
45,niski,negatywny,6.911197441457559
46,niski,negatywny,6.23508991390404
47,niski,negatywny,6.902940036731804
48,niski,negatywny,4.603108851948808
49,niski,negatywny,5.311484347508315
50,niski,negatywny,6.821130854975399
51,niski,negatywny,4.669655805068204
52,niski,negatywny,5.5891474397374665
53,niski,negatywny,6.300956893248472
54,niski,negatywny,6.303585888087008
55,niski,negatywny,6.690881759658141
56,niski,negatywny,6.450108104751652
57,niski,negatywny,5.673602232145801
58,niski,negatywny,6.127476369944911
59,niski,negatywny,6.779453477966981
60,wysoki,pozytywny,3.2604835010859547
61,wysoki,pozytywny,0.315548327162531
62,wysoki,pozytywny,2.630158351072721
63,wysoki,pozytywny,3.4967739135416807
64,wysoki,pozytywny,0.9200871490883917
65,wysoki,pozytywny,0.9834300559611333
66,wysoki,pozytywny,2.1230624599618517
67,wysoki,pozytywny,1.2976272480899453
68,wysoki,pozytywny,2.9504538764595125
69,wysoki,pozytywny,0.12353472842271729
70,wysoki,pozytywny,3.6661433936273804
71,wysoki,pozytywny,2.972267834821671
72,wysoki,pozytywny,2.73310087594969
73,wysoki,pozytywny,1.551880592961922
74,wysoki,pozytywny,0.1934188223913591
75,wysoki,pozytywny,1.8814359460246963
76,wysoki,pozytywny,3.34333179821932
77,wysoki,pozytywny,0.7437770863810478
78,wysoki,pozytywny,2.7401203017385862
79,wysoki,pozytywny,1.861112863345308
80,wysoki,pozytywny,1.7603789158540555
81,wysoki,pozytywny,2.6509647737473756
82,wysoki,pozytywny,1.1242545093811778
83,wysoki,pozytywny,0.9182174732488211
84,wysoki,pozytywny,-0.8291857495689028
85,wysoki,pozytywny,1.7381000822139543
86,wysoki,pozytywny,2.517858669942136
87,wysoki,pozytywny,2.5141143674185225
88,wysoki,pozytywny,0.26114838148786657
89,wysoki,pozytywny,2.6707963059370474
90,wysoki,negatywny,2.0251250671047547
91,wysoki,negatywny,2.415383793430139
92,wysoki,negatywny,2.6912299256662537
93,wysoki,negatywny,1.6676927816839924
94,wysoki,negatywny,2.035631325458975
95,wysoki,negatywny,3.254873153030493
96,wysoki,negatywny,1.6886871597385222
97,wysoki,negatywny,1.195642958929621
98,wysoki,negatywny,1.2332027237275471
99,wysoki,negatywny,2.1090146257639817
100,wysoki,negatywny,1.9056832121264538
101,wysoki,negatywny,0.08924386788204575
102,wysoki,negatywny,2.301326611010926
103,wysoki,negatywny,1.0615277915409307
104,wysoki,negatywny,-0.5454432262464919
105,wysoki,negatywny,3.237191775166931
106,wysoki,negatywny,4.608332926747636
107,wysoki,negatywny,1.7799415626580433
108,wysoki,negatywny,3.0785078126597885
109,wysoki,negatywny,2.8838120204293274
110,wysoki,negatywny,2.242716424489711
111,wysoki,negatywny,1.4675370421413645
112,wysoki,negatywny,1.7190668884210913
113,wysoki,negatywny,0.7208492366447057
114,wysoki,negatywny,1.5612184205531945
115,wysoki,negatywny,2.4364708924008216
116,wysoki,negatywny,2.447440650664911
117,wysoki,negatywny,3.074190989565566
118,wysoki,negatywny,0.9394980814201452
119,wysoki,negatywny,3.483513615731249
