id,pobudzenie,walencja,wynik
0,niski,pozytywny,0.13612242523799034
1,niski,pozytywny,1.5793715985151575
2,niski,pozytywny,2.5360288046981116
3,niski,pozytywny,0.24831922564904474
4,niski,pozytywny,1.0686586774923574
5,niski,pozytywny,1.4202853501114308
6,niski,pozytywny,0.6179692653871778
7,niski,pozytywny,1.0123950033274913
8,niski,pozytywny,1.0267732211635558
9,niski,pozytywny,0.8084843607371766
10,niski,pozytywny,2.0346648918353027
11,niski,pozytywny,0.6745488056238857
12,niski,pozytywny,1.7001409883894563
13,niski,pozytywny,0.42063132018972815
14,niski,pozytywny,2.6672164626242205
15,niski,pozytywny,-0.05564667601950202
16,niski,pozytywny,-0.6028480438137682
17,niski,pozytywny,1.4415504713544323
18,niski,pozytywny,0.6499748479372174
19,niski,pozytywny,1.6788609520255804
20,niski,pozytywny,-0.05769143469746285
21,niski,pozytywny,-0.015962293408638306
22,niski,pozytywny,0.36041080734625053
23,niski,pozytywny,0.9671207399517693
24,niski,pozytywny,0.6273018336287894
25,niski,pozytywny,1.9729887575000742
26,niski,pozytywny,0.5766987715351035
27,niski,pozytywny,-0.2669392334893044
28,niski,pozytywny,0.2991863927688859
29,niski,pozytywny,0.5785930332852705
30,niski,negatywny,2.8834637270625825
31,niski,negatywny,0.8651610281671067
32,niski,negatywny,1.2094635165944756
33,niski,negatywny,1.0342130111102605
34,niski,negatywny,1.4373266568367247
35,niski,negatywny,1.2893478336995066
36,niski,negatywny,-0.5351674634239951
37,niski,negatywny,0.01291634984856238
38,niski,negatywny,2.294586922806025
39,niski,negatywny,1.4324159717738825
40,niski,negatywny,1.6341758967199922
41,niski,negatywny,2.5494444647439085
42,niski,negatywny,-1.854272431764442
43,niski,negatywny,0.553931768488791
44,niski,negatywny,-0.40443148772508675
45,niski,negatywny,1.924071437749388
46,niski,negatywny,0.9914954361776442
47,niski,negatywny,0.8644315819064314
48,niski,negatywny,-0.3809772220114176
49,niski,negatywny,0.6131739688916535
50,niski,negatywny,1.8196238923170625
51,niski,negatywny,0.7420877732976188
52,niski,negatywny,1.3025972349923394
53,niski,negatywny,0.08958368146099416
54,niski,negatywny,2.095898894837702
55,niski,negatywny,-0.3429412019874911
56,niski,negatywny,0.054987621983964896
57,niski,negatywny,-1.8079236893412625
58,niski,negatywny,0.8557799190412209
59,niski,negatywny,1.3472963704595335
60,wysoki,pozytywny,0.5465110595745202
61,wysoki,pozytywny,0.016645912687815567
62,wysoki,pozytywny,1.921035295770832
63,wysoki,pozytywny,1.9832336235286498
64,wysoki,pozytywny,1.0647210829321205
65,wysoki,pozytywny,-0.1124358066825919
66,wysoki,pozytywny,-0.8648035644088778
67,wysoki,pozytywny,-0.5777292440790154
68,wysoki,pozytywny,1.292945814563128
69,wysoki,pozytywny,0.22527635565627502
70,wysoki,pozytywny,2.5964359983187792
71,wysoki,pozytywny,1.6992720797584133
72,wysoki,pozytywny,2.403238925682496
73,wysoki,pozytywny,2.589457367581917
74,wysoki,pozytywny,2.7669202869869958
75,wysoki,pozytywny,1.3079455544747394
76,wysoki,pozytywny,1.3562811756342565
77,wysoki,pozytywny,0.36536433667906776
78,wysoki,pozytywny,0.36817795906212725
79,wysoki,pozytywny,1.1758965078168182
80,wysoki,pozytywny,2.3796142142083827
81,wysoki,pozytywny,1.7090799685131377
82,wysoki,pozytywny,1.2107335303375302
83,wysoki,pozytywny,0.7227989104349686
84,wysoki,pozytywny,1.4864106086329474
85,wysoki,pozytywny,1.701025853463336
86,wysoki,pozytywny,0.12659473465348703
87,wysoki,pozytywny,1.0027487093969747
88,wysoki,pozytywny,1.2062873755601335
89,wysoki,pozytywny,-0.813345854066581
90,wysoki,negatywny,4.554363068097307
91,wysoki,negatywny,3.5309381697332816
92,wysoki,negatywny,2.6351600063930145
93,wysoki,negatywny,5.306133248749973
94,wysoki,negatywny,3.25161869610916
95,wysoki,negatywny,3.985215225591251
96,wysoki,negatywny,5.579681377369618
97,wysoki,negatywny,3.680849991783248
98,wysoki,negatywny,2.4479891893061008
99,wysoki,negatywny,4.758510366655753
100,wysoki,negatywny,5.228338387998543
101,wysoki,negatywny,6.400187875741427
102,wysoki,negatywny,4.8841984888092895
103,wysoki,negatywny,3.339668776226016
104,wysoki,negatywny,4.277758572932108
105,wysoki,negatywny,4.778327935066471
106,wysoki,negatywny,3.8461820290765707
107,wysoki,negatywny,5.259115479978518
108,wysoki,negatywny,3.2630033296890875
109,wysoki,negatywny,3.9867361553813154
110,wysoki,negatywny,3.301773039049486
111,wysoki,negatywny,2.877058073331047
112,wysoki,negatywny,4.932559304854717
113,wysoki,negatywny,2.952248837847674
114,wysoki,negatywny,5.372324124700951
115,wysoki,negatywny,4.271964453351735
116,wysoki,negatywny,4.391182081029431
117,wysoki,negatywny,5.245122359170398
118,wysoki,negatywny,3.1746428887135583
119,wysoki,negatywny,3.7944070743327067
